,Coin,Window width in mins,buy_and_hold,hold_net_profit,strategy,strategy_net_profit,longs,sells,shorts,covers,total_trades
83,Ethereum,2520,465.69359923606964,465.69359923606964,532.3090756344754,532.3090756344754,45,44,0,0,89
84,Ethereum,2550,465.69359923606964,465.69359923606964,480.10457372719475,480.10457372719475,45,44,0,0,89
85,Ethereum,2580,465.69359923606964,465.69359923606964,470.8405753028108,470.84057530281086,45,44,0,0,89
86,Ethereum,2610,465.69359923606964,465.69359923606964,464.88821625680237,464.88821625680237,45,44,0,0,89
87,Ethereum,2640,465.69359923606964,465.69359923606964,464.88821625680237,464.88821625680237,45,44,0,0,89
88,Ethereum,2670,465.69359923606964,465.69359923606964,461.42196976460895,461.421969764609,45,44,0,0,89
89,Ethereum,2700,465.69359923606964,465.69359923606964,493.86481279058455,493.86481279058455,44,43,0,0,87
90,Ethereum,2730,465.69359923606964,465.69359923606964,459.82314486680133,459.8231448668013,44,43,0,0,87
91,Ethereum,2760,465.69359923606964,465.69359923606964,454.6035432712964,454.6035432712964,44,43,0,0,87
92,Ethereum,2790,465.69359923606964,465.69359923606964,447.8810041758319,447.8810041758319,44,43,0,0,87
93,Ethereum,2820,465.69359923606964,465.69359923606964,425.6662734534351,425.6662734534351,43,42,0,0,85
94,Ethereum,2850,465.69359923606964,465.69359923606964,438.9566033627124,438.9566033627125,42,41,0,0,83
95,Ethereum,2880,465.69359923606964,465.69359923606964,438.9566033627124,438.9566033627125,42,41,0,0,83
